,DATE,Kernel
0,2014-01-02,0.30756197387179446
1,2014-01-03,0.21931894629997606
2,2014-01-06,0.24199145662463442
3,2014-01-07,0.14094952595643861
4,2014-01-08,0.24852304908375372
5,2014-01-09,0.2315737026203199
6,2014-01-10,0.21602853626844115
7,2014-01-13,0.22696790885536303
8,2014-01-14,0.2489041516558966
9,2014-01-15,0.17425598593960148
10,2014-01-16,0.2378105103773998
11,2014-01-17,0.4591473336991422
12,2014-01-21,0.303893261592252
13,2014-01-22,0.25637936476483697
14,2014-01-23,0.44517459721010394
15,2014-01-24,0.5028978646710153
16,2014-01-27,0.5871313026936221
17,2014-01-28,0.22572331610940383
18,2014-01-29,0.7552012303017714
19,2014-01-30,0.5327875651999767
20,2014-01-31,0.5534353455308734
21,2014-03-03,0.5056694887813747
22,2014-03-04,0.29011508250072543
23,2014-03-05,0.23161252195937745
24,2014-03-06,0.25719079200943834
25,2014-03-07,0.48439814609250675
26,2014-03-10,0.30955615728776426
27,2014-03-11,0.3783788137529319
28,2014-03-12,0.4429794351869067
29,2014-03-13,0.6503612599857939
30,2014-03-14,0.5571356275290723
31,2014-03-17,0.41464137619270247
32,2014-03-18,0.38626104948138285
33,2014-03-19,0.571284304789922
34,2014-03-20,0.43089416459483
35,2014-03-21,0.505425227454524
36,2014-03-24,0.42252948233992865
37,2014-03-25,0.398915531610884
38,2014-03-26,0.3747890164410385
39,2014-03-27,0.40518884870207916
40,2014-03-28,0.2501772427207899
41,2014-03-31,0.4073644660723212
42,2014-04-01,0.296049097709847
43,2014-04-02,0.18906389604409793
44,2014-04-03,0.22198202225060323
45,2014-04-04,0.362363489560633
46,2014-04-07,0.2546513703041544
47,2014-04-08,0.24465352977323707
48,2014-04-09,0.2527856109566258
49,2014-04-10,0.3873622713126495
50,2014-04-11,0.38663158584879176
51,2014-04-14,0.27958987821003056
52,2014-04-15,0.3616169550018715
53,2014-04-16,0.2132947426604025
54,2014-04-17,0.16234448072640126
55,2014-04-21,0.1375272607179685
56,2014-04-22,0.19796406267934075
57,2014-04-23,0.21202153681149313
58,2014-04-24,0.2521572202703198
59,2014-04-25,0.2754872261823538
60,2014-04-28,0.2338118749805128
61,2014-04-29,0.28923425968784167
62,2014-04-30,0.39073831671467646
63,2014-05-01,0.45657070416873097
64,2014-05-02,0.27147731929458246
65,2014-05-05,0.2914789063127105
66,2014-05-06,0.31473687523001076
67,2014-05-07,0.3414137138446108
68,2014-05-08,0.31782918354785256
69,2014-05-09,0.22615583032340567
70,2014-05-12,0.18797810636531614
71,2014-05-13,0.08853930841105322
72,2014-05-14,0.20352278601617182
73,2014-05-15,0.23502173524001174
74,2014-05-16,0.15879490924486053
